date,home,away,predicted_margin,actual_margin,predicted_win_prob,model_correct,margin_error,predicted_total,actual_total,total_error,confidence,games_used_home,games_used_away
2025-05-25,SEA,LV,2.26,20.0,0.5728,True,17.740000000000002,160.5,184.0,23.5,Low,43,43
2025-05-27,CON,DAL,11.81,-22.0,0.8229,False,33.81,163.5,196.0,32.5,High,44,44
2025-05-27,NY,GSV,9.14,28.0,0.7665,True,18.86,157.3,162.0,4.699999999999989,High,44,3
2025-05-28,MIN,SEA,4.46,5.0,0.6411,True,0.54,159.7,159.0,0.6999999999999886,Medium,45,44
2025-05-28,LA,ATL,-1.31,-6.0,0.4574,True,4.6899999999999995,156.2,170.0,13.800000000000011,Low,45,45
2025-05-28,PHX,CHI,5.22,5.0,0.6634,True,0.21999999999999975,158.6,183.0,24.400000000000006,Medium,44,43
2025-05-28,WAS,IND,0.99,6.0,0.5321,True,5.01,167.5,160.0,7.5,Low,45,44
2025-05-29,NY,GSV,11.33,5.0,0.8135,True,6.33,156.0,159.0,3.0,High,45,4
2025-05-30,CHI,DAL,2.26,5.0,0.5729,True,2.74,168.6,189.0,20.400000000000006,Low,44,45
2025-05-30,IND,CON,-2.58,-2.0,0.4168,True,0.5800000000000001,165.2,168.0,2.8000000000000114,Low,45,45
2025-05-30,WAS,NY,-6.21,-22.0,0.3085,True,15.79,163.1,148.0,15.099999999999994,Medium,46,46
2025-05-31,LV,LA,11.63,15.0,0.8193,True,3.369999999999999,163.5,177.0,13.5,High,44,46
2025-05-31,PHX,MIN,-5.1,-3.0,0.3402,True,2.0999999999999996,159.5,145.0,14.5,Medium,45,46
2025-05-31,SEA,ATL,6.56,-7.0,0.7011,False,13.559999999999999,158.9,181.0,22.099999999999994,High,45,46
2025-06-01,DAL,CHI,1.55,-11.0,0.5502,False,12.55,169.4,177.0,7.599999999999994,Low,46,45
2025-06-01,NY,CON,6.27,48.0,0.6933,True,41.730000000000004,161.2,152.0,9.199999999999989,Medium,47,46
2025-06-01,LA,PHX,-0.15,-5.0,0.4952,True,4.85,159.9,165.0,5.099999999999994,Low,47,46
2025-06-01,SEA,LV,2.46,-5.0,0.5791,False,7.46,165.0,145.0,20.0,Low,46,45
2025-06-02,GSV,MIN,-4.67,-11.0,0.3528,True,6.33,151.2,161.0,9.800000000000011,Medium,5,47
2025-06-03,IND,WAS,3.12,9.0,0.6002,True,5.88,165.7,161.0,4.699999999999989,Medium,46,47
2025-06-04,MIN,PHX,9.04,23.0,0.764,True,13.96,159.7,153.0,6.699999999999989,High,48,47
2025-06-04,SEA,DAL,11.05,6.0,0.8079,True,5.050000000000001,170.5,160.0,10.5,High,47,47
2025-06-05,WAS,NY,-9.39,-8.0,0.2278,True,1.3900000000000006,162.3,164.0,1.6999999999999886,High,48,48
2025-06-06,PHX,GSV,2.52,9.0,0.5811,True,6.48,152.5,163.0,10.5,Low,48,6
2025-06-06,CON,ATL,5.34,8.0,0.667,True,2.66,156.5,160.0,3.5,Medium,47,47
2025-06-07,DAL,LA,1.07,-14.0,0.5348,False,15.07,169.6,172.0,2.4000000000000057,Low,48,48
2025-06-07,GSV,LV,-5.85,27.0,0.3185,False,32.85,158.8,163.0,4.199999999999989,Medium,7,46
2025-06-08,CHI,IND,-1.11,-27.0,0.4641,True,25.89,168.0,131.0,37.0,Low,46,47
2025-06-08,PHX,SEA,-3.52,-12.0,0.3875,True,8.48,159.4,166.0,6.599999999999994,Medium,49,48
2025-06-08,WAS,CON,-2.7,37.0,0.4133,False,39.7,156.7,171.0,14.300000000000011,Low,49,48
2025-06-08,DAL,MIN,-10.49,-16.0,0.2036,True,5.51,166.5,146.0,20.5,High,49,49
2025-06-10,LA,GSV,-0.92,-8.0,0.4701,True,7.08,156.6,170.0,13.400000000000006,Low,49,8
2025-06-10,ATL,IND,1.86,19.0,0.5602,True,17.14,165.4,135.0,30.400000000000006,Low,48,48
2025-06-11,NY,CHI,15.96,19.0,0.8885,True,3.039999999999999,163.3,151.0,12.300000000000011,High,49,47
2025-06-12,LV,LA,11.19,-8.0,0.8107,False,19.189999999999998,165.8,186.0,20.19999999999999,High,47,50
2025-06-12,PHX,DAL,6.02,13.0,0.6863,True,6.98,165.8,173.0,7.199999999999989,Medium,50,50
2025-06-12,SEA,MIN,-0.64,10.0,0.4793,False,10.64,159.0,178.0,19.0,Low,49,50
2025-06-13,ATL,CHI,6.04,18.0,0.6867,True,11.96,157.7,158.0,0.30000000000001137,Medium,49,48
2025-06-14,LV,DAL,11.99,4.0,0.8262,True,7.99,170.8,172.0,1.1999999999999886,High,48,51
2025-06-14,MIN,LA,12.17,23.0,0.8296,True,10.83,163.9,179.0,15.099999999999994,High,51,51
2025-06-14,IND,NY,-7.97,14.0,0.262,False,21.97,165.3,190.0,24.69999999999999,High,49,50
2025-06-15,GSV,SEA,-1.8,6.0,0.4418,False,7.8,159.5,146.0,13.5,Low,9,50
2025-06-15,CON,CHI,9.41,-12.0,0.7726,False,21.41,157.1,144.0,13.099999999999994,High,49,49
2025-06-15,WAS,ATL,1.48,-33.0,0.5478,False,34.48,158.2,145.0,13.199999999999989,Low,50,50
2025-06-15,LV,PHX,6.61,-6.0,0.7026,False,12.61,165.9,146.0,19.900000000000006,High,49,51
2025-06-17,IND,CON,-0.26,17.0,0.4915,False,17.26,161.3,159.0,2.3000000000000114,Low,50,50
2025-06-17,NY,ATL,10.15,5.0,0.7892,True,5.15,162.1,167.0,4.900000000000006,High,51,51
2025-06-18,CHI,WAS,-0.72,-7.0,0.4765,True,6.28,156.8,151.0,5.800000000000011,Low,50,51
2025-06-18,DAL,GSV,-3.09,9.0,0.401,False,12.09,164.4,151.0,13.400000000000006,Low,52,10
2025-06-18,MIN,LV,4.83,14.0,0.652,True,9.17,164.4,138.0,26.400000000000006,Medium,52,50
2025-06-18,LA,SEA,-6.13,-31.0,0.3107,True,24.87,165.3,165.0,0.30000000000001137,Medium,52,51
2025-06-18,CON,PHX,4.18,-8.0,0.6327,False,12.18,157.0,158.0,1.0,Medium,51,52
2025-06-19,NY,PHX,13.04,-8.0,0.8448,False,21.04,163.4,170.0,6.599999999999994,High,52,53
2025-06-20,GSV,IND,1.16,11.0,0.5375,True,9.84,161.0,165.0,4.0,Low,11,51
2025-06-20,ATL,WAS,3.91,1.0,0.6244,True,2.91,154.4,183.0,28.599999999999994,Medium,52,52
2025-06-20,CON,DAL,8.81,-3.0,0.7588,False,11.81,163.8,169.0,5.199999999999989,High,52,53
2025-06-21,LV,SEA,1.23,-7.0,0.54,False,8.23,164.5,173.0,8.5,Low,51,52
2025-06-21,CHI,PHX,-1.84,-21.0,0.4406,True,19.16,160.5,193.0,32.5,Low,51,54
2025-06-22,MIN,LA,13.25,16.0,0.8484,True,2.75,163.1,148.0,15.099999999999994,High,53,53
2025-06-22,ATL,CHI,8.26,13.0,0.7454,True,4.74,157.7,173.0,15.300000000000011,High,53,52
2025-06-22,WAS,DAL,5.42,3.0,0.6692,True,2.42,164.5,179.0,14.5,Medium,53,54
2025-06-22,LV,IND,5.51,8.0,0.6718,True,2.49,166.3,170.0,3.6999999999999886,Medium,52,52
2025-06-22,SEA,NY,-2.85,10.0,0.4085,False,12.85,166.7,168.0,1.3000000000000114,Low,53,53
2025-06-23,GSV,CON,0.4,24.0,0.513,True,23.6,156.7,150.0,6.699999999999989,Low,12,53
2025-06-25,WAS,MIN,-6.07,4.0,0.3123,False,10.07,158.1,132.0,26.099999999999994,Medium,54,54
2025-06-25,CHI,LA,1.89,11.0,0.5611,True,9.11,163.2,183.0,19.80000000000001,Low,53,54
2025-06-25,DAL,ATL,-3.62,13.0,0.3843,False,16.62,165.1,123.0,42.099999999999994,Medium,55,54
2025-06-25,SEA,IND,6.62,-8.0,0.7029,False,14.620000000000001,165.7,180.0,14.300000000000011,High,54,53
2025-06-26,GSV,NY,-5.08,-3.0,0.3408,True,2.08,162.0,159.0,3.0,Medium,13,54
2025-06-26,LV,CON,4.08,26.0,0.6296,True,21.92,163.0,144.0,19.0,Medium,53,54
2025-06-26,IND,LA,8.51,-10.0,0.7515,False,18.509999999999998,166.5,160.0,6.5,High,54,55
2025-06-27,LV,WAS,7.21,-11.0,0.7185,False,18.21,161.9,177.0,15.099999999999994,High,54,55
2025-06-27,ATL,MIN,-3.93,-4.0,0.3749,True,0.06999999999999984,156.8,188.0,31.19999999999999,Medium,55,55
2025-06-27,DAL,IND,-1.72,-8.0,0.4443,True,6.28,166.4,180.0,13.599999999999994,Low,56,55
2025-06-28,GSV,CHI,7.29,5.0,0.7206,True,2.29,158.6,161.0,2.4000000000000057,High,14,54
2025-06-28,PHX,NY,-6.13,15.0,0.3108,False,21.13,165.3,197.0,31.69999999999999,Medium,55,55
2025-06-28,SEA,CON,5.17,16.0,0.6619,True,10.83,160.2,178.0,17.80000000000001,Medium,55,55
2025-06-29,DAL,WAS,-1.53,8.0,0.4503,False,9.53,163.4,150.0,13.400000000000006,Low,57,56
2025-06-29,ATL,NY,-4.08,9.0,0.3703,False,13.08,163.2,171.0,7.800000000000011,Medium,56,56
2025-06-29,LA,CHI,3.84,-7.0,0.6224,False,10.84,162.0,177.0,15.0,Medium,56,55
2025-06-29,PHX,LV,-1.84,-3.0,0.4406,True,1.16,166.6,165.0,1.5999999999999943,Low,56,55
2025-06-29,MIN,CON,8.89,39.0,0.7606,True,30.11,156.0,165.0,9.0,High,56,56
2025-06-30,GSV,SEA,-1.22,27.0,0.4606,False,28.22,161.6,141.0,20.599999999999994,Low,15,56
2025-07-02,MIN,IND,8.65,-15.0,0.7549,False,23.65,164.0,133.0,31.0,High,57,56
2025-07-03,IND,LV,-2.09,27.0,0.4326,False,29.09,166.2,135.0,31.19999999999999,Low,57,56
2025-07-03,NY,LA,14.59,10.0,0.8695,True,4.59,169.0,168.0,1.0,High,57,57
2025-07-03,ATL,SEA,-1.33,-1.0,0.457,True,0.33000000000000007,161.9,159.0,2.9000000000000057,Low,57,57
2025-07-04,DAL,PHX,-2.54,9.0,0.4181,False,11.54,167.2,187.0,19.80000000000001,Low,58,57
2025-07-04,MIN,WAS,9.25,17.0,0.7689,True,7.75,158.8,167.0,8.199999999999989,High,58,57
2025-07-05,IND,LA,7.68,-2.0,0.7308,False,9.68,166.4,176.0,9.599999999999994,High,58,58
2025-07-06,MIN,GSV,6.04,11.0,0.6868,True,4.96,157.4,153.0,4.400000000000006,Medium,59,16
2025-07-06,NY,SEA,5.75,-9.0,0.6786,False,14.75,168.7,149.0,19.69999999999999,Medium,58,58
2025-07-06,CON,LV,-0.42,-18.0,0.4863,True,17.58,159.9,154.0,5.900000000000006,Low,57,57
2025-07-06,MIN,CHI,12.49,5.0,0.8354,True,7.49,159.2,155.0,4.199999999999989,High,59,56
2025-07-07,ATL,GSV,2.79,9.0,0.5898,True,6.21,155.6,171.0,15.400000000000006,Low,58,17
2025-07-08,PHX,DAL,6.22,30.0,0.6919,True,23.78,169.0,174.0,5.0,Medium,58,59
2025-07-08,WAS,CHI,5.48,2.0,0.671,True,3.4800000000000004,160.2,160.0,0.19999999999998863,Medium,58,57
2025-07-09,NY,LV,6.16,9.0,0.6902,True,2.84,166.5,165.0,1.5,Medium,59,58
2025-07-09,CON,SEA,-2.01,10.0,0.435,False,12.01,159.6,176.0,16.400000000000006,Low,58,59
2025-07-09,IND,GSV,1.95,-19.0,0.563,False,20.95,161.9,141.0,20.900000000000006,Low,59,18
2025-07-09,PHX,MIN,-5.47,8.0,0.3295,False,13.469999999999999,164.5,150.0,14.5,Medium,59,61
2025-07-10,CHI,DAL,2.09,11.0,0.5677,True,8.91,165.4,163.0,2.4000000000000057,Low,58,60
2025-07-10,LA,MIN,-7.5,-9.0,0.2738,True,1.5,161.0,173.0,12.0,High,59,62
2025-07-10,WAS,LV,-1.42,2.0,0.4541,False,3.42,160.0,138.0,22.0,Low,59,59
2025-07-11,IND,ATL,1.13,17.0,0.5367,True,15.870000000000001,162.7,181.0,18.30000000000001,Low,60,59
2025-07-12,SEA,CON,5.69,14.0,0.6769,True,8.309999999999999,159.9,144.0,15.900000000000006,Medium,60,59
2025-07-12,CHI,MIN,-8.7,6.0,0.2439,False,14.7,160.1,168.0,7.900000000000006,High,59,63
2025-07-12,LV,GSV,3.2,2.0,0.6024,True,1.2000000000000002,157.1,206.0,48.900000000000006,Medium,60,19
2025-07-13,IND,DAL,7.72,19.0,0.7317,True,11.280000000000001,167.6,185.0,17.400000000000006,High,61,61
2025-07-13,NY,ATL,9.56,7.0,0.776,True,2.5600000000000005,166.9,151.0,15.900000000000006,High,60,60
2025-07-13,LA,CON,-0.42,4.0,0.4865,False,4.42,160.7,180.0,19.30000000000001,Low,60,60
2025-07-13,SEA,WAS,6.65,-5.0,0.7036,False,11.65,160.6,143.0,17.599999999999994,High,61,60
2025-07-15,CHI,MIN,-8.41,-13.0,0.2511,True,4.59,161.5,169.0,7.5,High,60,64
2025-07-15,GSV,PHX,2.92,-1.0,0.5938,False,3.92,164.4,155.0,9.400000000000006,Low,20,60
2025-07-16,CON,IND,0.85,-8.0,0.5278,False,8.85,162.5,162.0,0.5,Low,61,62
2025-07-16,LA,WAS,-1.23,19.0,0.4602,False,20.23,162.2,179.0,16.80000000000001,Low,61,61
2025-07-16,CHI,ATL,-2.89,-37.0,0.407,True,34.11,163.5,135.0,28.5,Low,61,61
2025-07-16,MIN,PHX,9.73,13.0,0.78,True,3.2699999999999996,164.6,145.0,19.599999999999994,High,65,61
2025-07-16,SEA,GSV,5.92,9.0,0.6833,True,3.08,159.8,125.0,34.80000000000001,Medium,62,21
2025-07-16,NY,IND,8.91,21.0,0.761,True,12.09,168.4,175.0,6.599999999999994,High,61,62
2025-07-17,DAL,LV,-6.52,-4.0,0.3,True,2.5199999999999996,167.8,176.0,8.199999999999989,High,62,61
2025-07-22,WAS,LA,4.68,-7.0,0.6475,False,11.68,163.4,179.0,15.599999999999994,Medium,62,62
2025-07-23,NY,IND,9.28,14.0,0.7697,True,4.720000000000001,168.4,182.0,13.599999999999994,High,62,64
2025-07-23,MIN,CHI,13.1,23.0,0.8458,True,9.9,159.9,159.0,0.9000000000000057,High,66,62
2025-07-23,LV,ATL,4.3,15.0,0.6363,True,10.7,163.3,159.0,4.300000000000011,Medium,62,62
2025-07-23,SEA,DAL,11.12,-24.0,0.8093,False,35.12,165.0,150.0,15.0,High,63,63
2025-07-24,PHX,ATL,3.35,-11.0,0.6073,False,14.35,162.8,169.0,6.199999999999989,Medium,62,63
2025-07-24,CON,LA,6.15,-15.0,0.6899,False,21.15,163.2,187.0,23.80000000000001,Medium,62,63
2025-07-24,IND,LV,0.29,10.0,0.5095,True,9.71,166.3,150.0,16.30000000000001,Low,65,63
2025-07-25,CHI,SEA,-6.21,-38.0,0.3084,True,31.79,158.4,152.0,6.400000000000006,Medium,63,64
2025-07-25,NY,PHX,11.18,13.0,0.8105,True,1.8200000000000003,169.1,165.0,4.099999999999994,High,63,63
2025-07-25,MIN,LV,7.21,31.0,0.7185,True,23.79,161.5,187.0,25.5,High,67,64
2025-07-26,GSV,DAL,8.54,10.0,0.7521,True,1.4600000000000009,162.5,162.0,0.5,High,22,64
2025-07-26,NY,LA,13.95,-2.0,0.8598,False,15.95,171.4,200.0,28.599999999999994,High,64,64
2025-07-26,WAS,SEA,-1.64,11.0,0.447,False,12.64,156.5,127.0,29.5,Low,63,65
2025-07-27,CON,GSV,1.73,31.0,0.556,True,29.27,156.6,159.0,2.4000000000000057,Low,63,23
2025-07-27,CHI,IND,-4.05,-15.0,0.3712,True,10.95,161.8,171.0,9.199999999999989,Medium,64,66
2025-07-27,DAL,LV,-5.71,-26.0,0.3226,True,20.29,167.5,186.0,18.5,Medium,65,65
2025-07-27,WAS,PHX,0.77,-16.0,0.525,False,16.77,161.9,160.0,1.9000000000000057,Low,64,64
2025-07-27,MIN,ATL,8.35,-4.0,0.7476,False,12.35,160.8,176.0,15.199999999999989,High,68,64
2025-07-28,CON,SEA,-1.8,-16.0,0.4419,True,14.2,155.6,186.0,30.400000000000006,Low,64,66
2025-07-29,DAL,NY,-11.25,10.0,0.1882,False,21.25,173.2,174.0,0.8000000000000114,High,66,65
2025-07-29,ATL,GSV,2.05,-2.0,0.5664,False,4.05,158.9,152.0,6.900000000000006,Low,65,24
2025-07-29,WAS,CHI,5.65,17.0,0.6759,True,11.35,157.2,189.0,31.80000000000001,Medium,65,65
2025-07-30,LA,LV,-4.99,-15.0,0.3432,True,10.01,170.7,163.0,7.699999999999989,Medium,65,66
2025-07-30,IND,PHX,2.82,6.0,0.5908,True,3.18,167.7,208.0,40.30000000000001,Low,67,65
2025-07-31,DAL,ATL,-3.45,-3.0,0.3896,True,0.4500000000000002,166.1,173.0,6.900000000000006,Medium,67,66
2025-07-31,MIN,NY,2.47,7.0,0.5795,True,4.529999999999999,167.6,193.0,25.400000000000006,Low,69,66
2025-07-31,WAS,GSV,-0.05,-1.0,0.4984,True,0.95,156.4,135.0,21.400000000000006,Low,66,25
2025-08-01,ATL,PHX,2.85,23.0,0.5916,True,20.15,163.8,167.0,3.1999999999999886,Low,67,66
2025-08-01,CON,NY,-3.6,16.0,0.3851,False,19.6,167.3,140.0,27.30000000000001,Medium,65,67
2025-08-01,CHI,GSV,-2.15,-7.0,0.4305,True,4.85,155.4,139.0,16.400000000000006,Low,66,26
2025-08-01,DAL,IND,-3.89,-10.0,0.3761,True,6.109999999999999,174.2,166.0,8.199999999999989,Medium,68,68
2025-08-02,SEA,LA,10.52,-2.0,0.7969,False,12.52,164.3,214.0,49.69999999999999,High,67,66
2025-08-02,LV,MIN,-2.11,-53.0,0.4317,True,50.89,168.0,169.0,1.0,Low,67,70
2025-08-03,CON,NY,-4.94,-9.0,0.3447,True,4.06,165.6,165.0,0.5999999999999943,Medium,66,68
2025-08-03,ATL,WAS,4.35,16.0,0.6378,True,11.65,158.8,182.0,23.19999999999999,Medium,68,67
2025-08-03,SEA,IND,5.04,-4.0,0.6581,False,9.04,166.3,152.0,14.300000000000011,Medium,68,69
2025-08-03,CHI,PHX,-3.24,-16.0,0.3963,True,12.76,162.5,150.0,12.5,Medium,67,67
2025-08-03,LV,GSV,3.42,24.0,0.6095,True,20.58,161.5,178.0,16.5,Medium,68,27
2025-08-05,NY,DAL,13.77,9.0,0.857,True,4.77,172.5,161.0,11.5,High,69,69
2025-08-06,CHI,WAS,-2.02,14.0,0.4348,False,16.02,157.2,142.0,15.199999999999989,Low,68,68
2025-08-06,LA,IND,-3.09,9.0,0.401,False,12.09,175.3,191.0,15.699999999999989,Low,67,70
2025-08-06,PHX,CON,2.13,16.0,0.5687,True,13.870000000000001,162.5,148.0,14.5,Low,68,67
2025-08-06,SEA,MIN,-1.87,-4.0,0.4395,True,2.13,163.4,178.0,14.599999999999994,Low,69,71
2025-08-07,GSV,LV,-0.33,-6.0,0.4894,True,5.67,162.3,150.0,12.300000000000011,Low,28,69
2025-08-08,CHI,ATL,-5.07,-21.0,0.3409,True,15.93,158.5,151.0,7.5,Medium,69,69
2025-08-08,LA,CON,-1.08,11.0,0.465,False,12.08,168.8,193.0,24.19999999999999,Low,68,68
2025-08-08,PHX,IND,1.12,35.0,0.5363,True,33.88,169.1,155.0,14.099999999999994,Low,69,71
2025-08-08,DAL,NY,-10.44,-11.0,0.2048,True,0.5600000000000005,171.9,165.0,6.900000000000006,High,70,70
2025-08-08,MIN,WAS,11.15,4.0,0.8099,True,7.15,163.1,156.0,7.099999999999994,High,72,69
2025-08-09,LV,SEA,1.03,4.0,0.5333,True,2.9699999999999998,165.7,176.0,10.300000000000011,Low,70,70
2025-08-10,IND,CHI,8.29,22.0,0.7461,True,13.71,163.3,162.0,1.3000000000000114,High,72,70
2025-08-10,GSV,LA,5.53,13.0,0.6725,True,7.47,166.6,131.0,35.599999999999994,Medium,29,69
2025-08-10,NY,MIN,1.34,-12.0,0.5433,False,13.34,170.6,154.0,16.599999999999994,Low,71,73
2025-08-10,DAL,WAS,-1.05,-13.0,0.4661,True,11.95,164.6,169.0,4.400000000000006,Low,71,70
2025-08-10,PHX,ATL,0.97,-8.0,0.5316,False,8.97,161.8,140.0,21.80000000000001,Low,70,70
2025-08-11,LA,SEA,-5.29,3.0,0.3346,False,8.29,169.1,185.0,15.900000000000006,Medium,70,71
2025-08-11,LV,CON,5.32,8.0,0.6663,True,2.6799999999999997,165.5,180.0,14.5,Medium,71,69
2025-08-12,GSV,CON,4.35,17.0,0.6378,True,12.65,155.0,131.0,24.0,Medium,30,70
2025-08-12,IND,DAL,8.02,-1.0,0.7394,False,9.02,171.7,161.0,10.699999999999989,High,73,72
2025-08-13,LA,NY,-8.7,-8.0,0.2439,True,0.6999999999999993,174.4,202.0,27.599999999999994,High,71,72
2025-08-13,CON,CHI,6.08,9.0,0.688,True,2.92,156.5,133.0,23.5,Medium,71,71
2025-08-13,WAS,GSV,1.54,-5.0,0.5497,False,6.54,152.2,171.0,18.80000000000001,Low,71,31
2025-08-14,LV,NY,-0.29,6.0,0.4907,False,6.29,171.1,160.0,11.099999999999994,Low,72,73
2025-08-14,SEA,ATL,3.89,-10.0,0.6238,False,13.89,161.8,160.0,1.8000000000000114,Medium,72,71
2025-08-15,IND,WAS,4.35,-4.0,0.6377,False,8.35,165.4,172.0,6.599999999999994,Medium,74,72
2025-08-15,CHI,GSV,-4.46,-31.0,0.3591,True,26.54,151.3,149.0,2.3000000000000114,Medium,72,32
2025-08-15,DAL,LA,0.66,-1.0,0.5216,False,1.6600000000000001,174.3,193.0,18.69999999999999,Low,73,72
2025-08-16,ATL,SEA,0.36,-2.0,0.5118,False,2.36,163.7,158.0,5.699999999999989,Low,72,73
2025-08-16,PHX,LV,0.03,-3.0,0.501,False,3.03,166.6,169.0,2.4000000000000057,Low,71,73
2025-08-16,MIN,NY,3.68,6.0,0.6173,True,2.32,170.0,166.0,4.0,Medium,74,74
2025-08-17,CON,IND,1.17,-6.0,0.5379,False,7.17,164.3,192.0,27.69999999999999,Low,72,75
2025-08-17,WAS,LA,3.92,9.0,0.6247,True,5.08,169.4,181.0,11.599999999999994,Medium,73,73
2025-08-17,LV,DAL,10.1,19.0,0.7881,True,8.9,172.2,193.0,20.80000000000001,High,74,74
2025-08-17,SEA,PHX,6.3,-3.0,0.6939,False,9.3,164.8,167.0,2.1999999999999886,Medium,74,72
2025-08-18,GSV,ATL,2.1,-16.0,0.5678,False,18.1,154.9,142.0,12.900000000000006,Low,33,73
2025-08-19,NY,MIN,0.8,10.0,0.526,True,9.2,168.7,160.0,8.699999999999989,Low,75,75
2025-08-19,WAS,CON,1.47,-11.0,0.5476,False,12.47,160.3,149.0,11.300000000000011,Low,74,73
2025-08-20,CHI,SEA,-6.66,-6.0,0.2961,True,0.6600000000000001,160.1,182.0,21.900000000000006,High,73,75
2025-08-20,LV,ATL,3.21,2.0,0.6029,True,1.21,165.7,146.0,19.69999999999999,Medium,75,74
2025-08-20,GSV,PHX,2.96,-7.0,0.5949,False,9.96,155.8,189.0,33.19999999999999,Low,34,73
2025-08-21,LA,DAL,3.45,1.0,0.6102,True,2.45,177.2,161.0,16.19999999999999,Medium,74,75
2025-08-21,CON,WAS,2.77,11.0,0.5891,True,8.23,159.5,123.0,36.5,Low,74,75
2025-08-21,NY,CHI,16.01,-6.0,0.8891,False,22.01,161.2,176.0,14.800000000000011,High,76,74
2025-08-21,ATL,MIN,-3.5,2.0,0.3883,False,5.5,162.4,148.0,14.400000000000006,Medium,75,76
2025-08-22,LV,PHX,4.68,22.0,0.6475,True,17.32,167.8,144.0,23.80000000000001,Medium,76,74
2025-08-22,IND,MIN,-3.01,-5.0,0.4034,True,1.9900000000000002,169.9,185.0,15.099999999999994,Low,76,77
2025-08-22,DAL,SEA,-6.5,-35.0,0.3006,True,28.5,172.4,155.0,17.400000000000006,Medium,76,76
2025-08-23,PHX,GSV,0.45,9.0,0.5147,True,8.55,157.5,153.0,4.5,Low,75,35
2025-08-23,ATL,NY,-2.58,16.0,0.4169,False,18.58,162.3,140.0,22.30000000000001,Low,76,77
2025-08-23,WAS,LV,-1.62,-10.0,0.4474,True,8.379999999999999,162.0,172.0,10.0,Low,76,77
2025-08-23,CHI,CON,-3.16,-10.0,0.3986,True,6.84,153.9,178.0,24.099999999999994,Medium,75,75
2025-08-24,WAS,SEA,-3.27,-2.0,0.3954,True,1.27,164.7,166.0,1.3000000000000114,Medium,77,77
2025-08-24,DAL,GSV,-2.82,-9.0,0.4094,True,6.18,160.7,171.0,10.300000000000011,Low,77,36
2025-08-24,MIN,IND,8.9,13.0,0.7608,True,4.1,171.2,181.0,9.800000000000011,High,78,77
2025-08-25,NY,CON,8.47,2.0,0.7504,True,6.470000000000001,162.0,160.0,2.0,High,78,76
2025-08-26,CHI,LV,-7.45,-5.0,0.2751,True,2.45,161.5,153.0,8.5,High,76,78
2025-08-26,IND,SEA,-1.27,20.0,0.4588,False,21.27,170.1,170.0,0.09999999999999432,Low,78,78
2025-08-27,LA,PHX,-1.28,-8.0,0.4585,True,6.72,169.0,176.0,7.0,Low,75,76
2025-08-27,ATL,LV,2.48,-6.0,0.5798,False,8.48,159.8,156.0,3.8000000000000114,Low,77,79
2025-08-28,DAL,CON,-2.74,-6.0,0.4119,True,3.26,163.4,196.0,32.599999999999994,Low,78,77
2025-08-28,NY,WAS,9.84,26.0,0.7823,True,16.16,163.0,152.0,11.0,High,79,78
2025-08-29,MIN,SEA,6.56,-14.0,0.7012,False,20.56,167.9,172.0,4.099999999999994,High,79,79
2025-08-29,PHX,CHI,8.41,4.0,0.7489,True,4.41,158.3,162.0,3.6999999999999886,High,77,77
2025-08-29,ATL,DAL,10.41,22.0,0.7946,True,11.59,162.5,178.0,15.5,High,78,79
2025-08-30,LA,IND,-2.51,-1.0,0.4192,True,1.5099999999999998,175.9,151.0,24.900000000000006,Low,76,79
2025-08-30,CON,MIN,-3.96,-24.0,0.374,True,20.04,162.1,164.0,1.9000000000000057,Medium,78,80
2025-08-31,GSV,WAS,5.51,37.0,0.6719,True,31.490000000000002,156.4,161.0,4.599999999999994,Medium,37,79
2025-08-31,SEA,CHI,11.37,10.0,0.8143,True,1.3699999999999992,161.8,148.0,13.800000000000011,High,80,78
2025-08-31,PHX,NY,-4.07,17.0,0.3706,False,21.07,164.6,143.0,21.599999999999994,Medium,78,80
2025-09-01,LA,WAS,2.15,3.0,0.5694,True,0.8500000000000001,165.6,159.0,6.599999999999994,Low,77,80
2025-09-01,GSV,IND,3.18,12.0,0.6019,True,8.82,163.4,138.0,25.400000000000006,Medium,38,80
2025-09-01,CON,ATL,-0.55,-17.0,0.4821,True,16.45,155.2,169.0,13.800000000000011,Low,79,79
2025-09-02,MIN,DAL,15.2,25.0,0.8783,True,9.8,170.4,167.0,3.4000000000000057,High,81,80
2025-09-02,SEA,LA,10.41,-6.0,0.7946,False,16.41,168.0,176.0,8.0,High,81,78
2025-09-03,GSV,NY,-1.87,8.0,0.4396,False,9.870000000000001,158.9,124.0,34.900000000000006,Low,39,81
2025-09-03,PHX,IND,2.01,6.0,0.565,True,3.99,165.8,164.0,1.8000000000000114,Low,79,81
2025-09-03,ATL,LA,8.81,11.0,0.7586,True,2.1899999999999995,161.9,161.0,0.9000000000000057,High,80,79
2025-09-04,CHI,CON,-3.0,24.0,0.4036,False,27.0,156.3,152.0,4.300000000000011,Low,79,80
2025-09-04,WAS,PHX,0.85,-6.0,0.5277,False,6.85,159.7,144.0,15.699999999999989,Low,81,80
2025-09-05,GSV,DAL,9.76,4.0,0.7804,True,5.76,163.0,164.0,1.0,High,40,81
2025-09-05,LV,MIN,-1.62,10.0,0.4475,False,11.620000000000001,166.6,184.0,17.400000000000006,Low,80,82
2025-09-05,ATL,LA,7.73,19.0,0.7321,True,11.27,164.4,189.0,24.599999999999994,High,81,80
